ID,TimeStamp,Area,UserId,Controller,ActivityType,GroupID
8427430,2022-10-10 07:46,WorkLog,162,/WorkLog/GetTaskCategoryDetails,ButtonClicked,8
8427431,2022-10-10 07:46,WorkLog,162,/WorkLog/GetLogEntries,SelectClicked,NULL
8427432,2022-10-10 07:46,WorkLog,162,/WorkLog/WorkLogDailyViewer/ReadEntries,SelectClicked,NULL
8427433,2022-10-10 07:46,EfficiencyServices,1073,/EfficiencyServices/DataReviewerNodeLinkTag/ReadGridEntries,DivClicked,2
8427434,2022-10-10 07:46,WorkLog,162,/WorkLog/GetLogEntries,SelectClicked,NULL
8427435,2022-10-10 07:46,WorkLog,162,/WorkLog/GetLogEntries,DivClicked,NULL
8427436,2022-10-10 07:46,WorkLog,162,/WorkLog/WorkLogDailyViewer/ReadEntries,DivClicked,NULL
8427437,2022-10-10 07:46,WorkLog,162,/WorkLog/GetLogEntries,DivClicked,NULL
8427438,2022-10-10 07:46,EfficiencyServices,1073,/EfficiencyServices/DataReviewerNodeLinkTag/ReadGridEntries,CustomControls,2
8427439,2022-10-10 07:46,ASTIR,1044,/ASTIR/TagDataViewer/GetTagDataValues,ButtonClicked,39
8427440,2022-10-10 07:46,LoginPage,NULL,/Login/Authenticate,LoginAttempt,NULL
8427441,2022-10-10 07:46,ASTIR,493,/ASTIR/TagDataViewer/SearchTags,SpanClicked,39
8427442,2022-10-10 07:46,WorkLog,162,/WorkLog/UpdateLogEntries,CustomControls,8
8427443,2022-10-10 07:46,WorkLog,162,/WorkLog/WorkLogDailyViewer/ReadEntries,CustomControls,NULL
8427444,2022-10-10 07:46,Dashboard,1094,/ResetPassword/ResetAccountPassword,ResetPassword,NULL
8427445,2022-10-10 07:46,WorkLog,162,/WorkLog/GetLogEntries,CustomControls,NULL
8427446,2022-10-10 07:46,WorkLog,162,/WorkLog/GetLogEntries,CustomControls,NULL
8427447,2022-10-10 07:46,WorkLog,162,/WorkLog/GetLogEntries,CustomControls,NULL
8427448,2022-10-10 07:46,ASTIR,493,/ASTIR/TagDataViewer/GetTagDataValues,ButtonClicked,39
8427449,2022-10-10 07:46,WorkLog,162,/WorkLog/GetTaskCategoryDetails,CustomControls,8
8427450,2022-10-10 07:46,WorkLog,162,/WorkLog/GetTaskCategoryDetails,CustomControls,8
8427451,2022-10-10 07:46,ASTIR,1073,/ASTIR/TagManager/ReadTags/,ButtonClicked,2
8427452,2022-10-10 07:46,Support,493,/Support/Tickets/GetInformedUsers,CustomControls,39
